81.37	11.98	278.63	279.05
75.25	20.17	284.75	273.06
33.34	23.97	289.37	238.12
14.47	23.82	252.25	227.64
0.00	44.05	246.72	216.36
0.00	46.44	208.67	194.66
4.24	45.05	184.05	186.33
10.74	36.09	169.20	206.35
14.97	25.10	174.10	207.67
10.05	35.85	178.39	208.69
11.34	43.91	181.69	179.98
15.43	54.22	179.57	154.78
2.26	28.36	175.43	154.82
14.74	48.13	167.46	132.26
21.09	46.63	151.84	118.12
25.49	49.88	148.67	108.20
32.60	60.41	137.46	88.60
18.16	68.60	130.13	83.62
33.72	61.72	116.10	88.12
20.43	66.70	116.30	91.94
33.88	65.19	108.86	81.63
30.03	66.50	113.10	78.94
35.47	65.37	105.74	71.05
36.18	68.91	101.27	64.59
39.19	69.29	96.97	56.76
39.27	72.20	98.98	55.19
41.76	70.33	93.75	51.25
44.04	72.37	91.06	51.15
47.08	72.23	88.75	49.32
48.32	70.75	85.62	50.45
51.68	70.13	81.40	50.88
54.72	67.90	80.70	52.02
56.75	64.24	77.67	56.00
57.69	62.34	78.26	58.91
60.39	61.62	78.48	62.69
63.70	60.08	75.91	64.67
64.30	60.31	75.77	63.62
64.40	57.28	74.64	70.27
61.11	51.51	76.22	77.55
57.88	41.49	58.55	67.97
47.63	34.13	49.57	60.68
50.88	41.81	46.49	53.76
70.10	43.50	32.00	49.56
75.78	43.90	28.67	44.35
77.17	42.78	27.14	42.70
81.39	41.96	26.33	39.37
85.13	43.71	25.05	33.50
86.84	43.16	24.39	32.05
89.00	43.62	24.17	30.92
90.87	43.05	24.63	33.45
90.76	42.56	27.45	36.72
93.86	41.01	25.11	39.82
96.35	40.27	23.69	41.92
98.61	37.61	23.64	45.04
100.49	38.14	23.29	46.32
101.68	37.76	24.14	46.68
102.61	36.81	25.31	43.78
103.67	35.90	26.76	42.44
104.08	34.66	27.60	42.14
107.73	37.08	26.07	37.87
108.51	33.41	26.12	40.90
111.21	38.70	25.21	39.93
113.19	40.93	24.64	38.71
114.47	40.80	24.28	39.23
115.42	42.54	24.24	38.99
116.58	42.23	26.26	40.02
119.03	43.54	25.84	39.76
120.96	44.45	26.54	39.74
121.56	47.13	27.95	37.80
122.30	47.46	29.23	33.71
123.73	52.24	29.18	31.41
125.13	52.24	29.79	31.30
126.27	53.67	28.89	34.55
127.67	55.31	29.08	37.15
128.30	55.12	28.27	41.06
129.52	55.93	26.34	44.13
130.94	58.80	24.71	44.57
131.75	60.15	24.25	43.38
132.62	62.75	24.50	42.57
133.60	65.01	24.05	40.82
